,title,review,star,Product,polarity,subjectivity
24,Works good at delivering a small amount of liquid,"Was hard to snap together at first.  Works good at delivering a small amount of liquid.  I wish it was a bit more ""adult"" looking, but much better than a sippy cup for my teen just relearning how to drink/swallow.",4.0 out of 5 stars,soupprovale.csv,0.18854166666666666,0.396875
25,This cup is WONDERFUL! My son has a tracheotomy and he has ...,"This cup is WONDERFUL! My son has a tracheotomy and he has problems with eating and drinking. This cup only allows a total of 10 cc. at a time and so that helps prevent him from taking too many fluids at one time and prevents aspiration. I had to buy this cup again because he threw his cup and it cracked... so I couldn't hardly wait to get another one back in.I would certainly suggest you try this cup if you might have the same problems as I have. It's not inexpensive, but certainly worth not having aspiration problems.",5.0 out of 5 stars,soupprovale.csv,0.19140211640211638,0.5097883597883598
26,I bought this cup for my 92 year old Mother ...,"I bought this cup for my 92 year old Mother at the suggestion of her speech therapist.  She used it but balked about it.  We noticed her not drinking enough which could have resulted in dehydration.  We eventually gave into her wishes and gave her another type of cup. The cup performed well.  However, the top section broke at the bottom.  After going on their web site I surmised this happens frequently since they sell that portion separately.",4.0 out of 5 stars,soupprovale.csv,0.175,0.375
27,Great cup for people that need this,Father-in-law is at an assisted living facility and needed one. He loves it.,5.0 out of 5 stars,soupprovale.csv,0.0,0.0
28,Leaking :(,After the first use it started to leak. I have tried everything to make it not leak but it continues to leak out around the lid. I was excited for this product but disappointed in it since the first use.,1.0 out of 5 stars,soupprovale.csv,0.03125,0.5416666666666666
29,Helps prevent choking from taking gulps,Does exactly what it’s supposed to do.,4.0 out of 5 stars,soupprovale.csv,0.25,0.25
30,Broken cup.. Without even using it.,The cup broke around the rim when putting the handle on. During assembly. We couldn't even use the cup because it leaks now.,1.0 out of 5 stars,soupprovale.csv,0.0,0.0
31,Fluid flow is Right,"However, the cups are large and elderly folks in assisted living facilities tend not to be able to tilt their heads back far enough to get the liquid flowing.  Expensive for plastic cup.  I bought sippy cups at Dollar Store for: . . . $1.",4.0 out of 5 stars,soupprovale.csv,0.05238095238095238,0.5422619047619048
32,✅,Grandma didn’t like it,1.0 out of 5 stars,soupprovale.csv,0.0,0.0
33,will not seal i,"I am not happy with this product, when my husband tries to drink it pours out to fast, if he happens to drop it, it will leak from both sides of the cup",2.0 out of 5 stars,soupprovale.csv,-0.09999999999999999,0.6666666666666666
34,Cup,I liked this product because the flow of water is much smaller,5.0 out of 5 stars,soupprovale.csv,0.3,0.65
35,Recommend for certain individuals,Do not recommend ifnyou have difficulty tilting your head back.  Otherwise it’s a great product.,4.0 out of 5 stars,soupprovale.csv,0.4,0.375
36,Perfect for dysphagia,Special cup recommended by my Dads speech pathologist. Works perfectly by delivering a tsp of water at a time to keep him from swallowing to much liquid at once,5.0 out of 5 stars,soupprovale.csv,0.5190476190476191,0.5904761904761905
37,Worth every penny to prevent aspiration pneumonia.,Greatly reduces the risk for aspiration pneumonia to the point that we have bought 3 of these cups. It can save your life or someone you love. Worth every penny.,5.0 out of 5 stars,soupprovale.csv,0.5333333333333333,0.4833333333333334
38,Dad lOves it,Helps with dysphalgia,5.0 out of 5 stars,soupprovale.csv,0.0,0.0
39,For those who want a little sip,"It does exactly as it is advertised to do, thus, the reason for me purchasing it.",5.0 out of 5 stars,soupprovale.csv,0.25,0.25
40,Great cup,Worked perfectly for my needs,5.0 out of 5 stars,soupprovale.csv,1.0,1.0
41,Lid broke after less than 2 months,"My brother has to have this cup due to his disability causing swallowing issues.  He loves it, but the lid broke in less than two months of use-not very sturdy at all.  Disappointing :(",2.0 out of 5 stars,soupprovale.csv,-0.28833333333333333,0.4883333333333333
42,Terrible Cup,I would like a refund. this item doesnt allow enough water to get out. please contact me: anna_maestrini@yahoo.com to return,1.0 out of 5 stars,soupprovale.csv,0.0,0.5
43,It was recommended by his speech therapist after he had a swallow ...,I ordered this for my cousin who has CP. It was recommended by his speech therapist after he had a swallow study performed. If you have a hard time tilting your head up or back then this cup is not for you. We need a cup that would only allow 10cc to enter but we found this cup is a mess for him. We are using a straw with his head tilted down. It just wasn't right for him but I like the idea and feature of it.,2.0 out of 5 stars,soupprovale.csv,-0.05608465608465609,0.4235449735449735
44,cup,Too expensive doesn't work well,1.0 out of 5 stars,soupprovale.csv,-0.5,0.7
45,Not made very good,Handles won't stay on & it drips! Not worth the money!!,1.0 out of 5 stars,soupprovale.csv,-0.234375,0.1
46,There are better and cheaper options.,We purchased this cup for my father in law by request of his therapist. We received the cup and it leaks like crazy. We can’t return it because it is “ineligible for return” so now we’re stuck with a $30 paperweight.,1.0 out of 5 stars,soupprovale.csv,-0.6,0.9
47,Pricey,Pricey but worked,4.0 out of 5 stars,soupprovale.csv,0.0,0.0
48,throat problems,works great for my son  now he doesn't choke when he takes a drink... would highly recommend this to anyone who has trouble swallowing.....,5.0 out of 5 stars,soupprovale.csv,0.25333333333333335,0.49666666666666665
49,special cup,Everything is good except leaks at the seam,3.0 out of 5 stars,soupprovale.csv,0.7,0.6000000000000001
50,Great product - Provale cup,"Great for keeping swallows consistent. Used it for someone with swallowing difficulty. Users must put cup down between each sip, which may be difficult for those who tire easily",5.0 out of 5 stars,soupprovale.csv,0.16555555555555557,0.6244444444444445
51,Leaks all over you,Leaks around the edges. We have never been able to completely use 1 time due to poor fitting of mouth piece to cup. Leaked everywhere.,1.0 out of 5 stars,soupprovale.csv,0.11499999999999999,0.5
52,Cracked lid,The lid cracked within a month of use. Too expensive!,1.0 out of 5 stars,soupprovale.csv,-0.625,0.7
53,If you're patriot loved one has dementia get them one of these before ...,If you're patriot loved one has dementia get them one of these before they get to sick. It really helped my Dad. Best to only use water in it but you can put other unthickened liquids into it if necessary.Worth every penny. I think everyone who gets dementia ought to be issued one of these sippy cups on the first day.,5.0 out of 5 stars,soupprovale.csv,0.18724489795918367,0.5522108843537415
54,Must be as able to tilt cup to 90 degrees to work,"My father in law is 95 and to use this cup you have to tilt it at a 90 degree angle he can't do that, so it does not work for him.",1.0 out of 5 stars,soupprovale.csv,0.0,0.0
55,expensive,simple devise but way to costly $36.00.  you can use a sippy cup 2.99 from walmart.,3.0 out of 5 stars,soupprovale.csv,0.0,0.35714285714285715
56,Can't use,My dad has Parkinson's so I got this for him because of his constant aspirations. He has been getting pneumonia from aspirating after drinking. Unfortunately he won't use this cup because it looks to much like a sippy cup for a toddler. I found one that he does use which looks like a regular cup but always keeps the liquid at the lip of the cup so the head never has to tilt back to drink. I'm sure this cup works just not for my dad,2.0 out of 5 stars,soupprovale.csv,0.03333333333333333,0.4165242165242165
57,very bad both leaking,Bought 2 both leaked badly.  Had 2 others in the past with no problems.  These are terrible,1.0 out of 5 stars,soupprovale.csv,-0.6499999999999999,0.6388888888888888
58,"Poor quality, the rim of the lid cracked causing ...","Poor quality, the rim of the lid cracked causing the liquid to drip on to my mother's blouse, another reason for her to dislike using it.  Despite this I will order another to try to lower her risk of choking as I think it serves its purpose",3.0 out of 5 stars,soupprovale.csv,-0.4,0.6
59,Perfect,Great for the elderly,5.0 out of 5 stars,soupprovale.csv,0.8,0.75
60,You need to be patient,"My husband is too impatient to use it, he would rather gulp and choke.",2.0 out of 5 stars,soupprovale.csv,-0.2,0.9
61,Three Stars,"Does ok, but leaks a lot.",3.0 out of 5 stars,soupprovale.csv,0.5,0.5
62,Four Stars,Does not work with thickner,4.0 out of 5 stars,soupprovale.csv,0.0,0.0
63,I was very disappointed in the cup,"I purchased the Provale 10cc cup for my 82 yr. old uncle who needs his liquids nectar thick. I was very disappointed in the cup. It did not work and it is not returnable because it is considered a hygiene product.  Too expensive to spend money on something that does not work, I threw the cup away.",3.0 out of 5 stars,soupprovale.csv,-0.41875,0.5875
64,Works as advertised,Works as advertised. At least 2 or 3 times a day my mom aspirates when drinking a liquid. The provale cup now makes sure she is not getting too much liquid in her mouth at one time.,5.0 out of 5 stars,soupprovale.csv,0.13333333333333333,0.49629629629629624
65,The only good thing about this cup is that it delivers the ...,"The only good thing about this cup is that it delivers the perfect amount of liquid which its supposed to do but the worst thing is that it leaks as its tipped up to the mouth and very expensive. For the price of this cup, it should not be leaky at all",1.0 out of 5 stars,soupprovale.csv,0.009999999999999986,0.9019999999999999
66,Need no moving parts,Too many pieces to be used in a nursing home setting...,1.0 out of 5 stars,soupprovale.csv,0.5,0.5
67,Effective product,"Very, very impressed with this cup! My son has not choked on liquids thanks to the cup's small amount of liquid per sip. Some what difficult to separate the parts to wash, but well worth the effort. So pleased that a speech therapist told us about this product!",5.0 out of 5 stars,soupprovale.csv,0.22916666666666666,0.6166666666666667
68,Good idea,It wasn't suitable for my brother in law condition.,3.0 out of 5 stars,soupprovale.csv,0.55,0.75
69,good cup overall,this cup works well for controlling the amount of liquid but it will leak if the handles aren't exactly set correctly.,4.0 out of 5 stars,soupprovale.csv,0.25,0.25
70,used in the past,used the product foy my 90 year old mother in the past. works as it says.,4.0 out of 5 stars,soupprovale.csv,-0.075,0.225
71,Opening up the item,Very hard top open especially for the elderly,2.0 out of 5 stars,soupprovale.csv,0.030208333333333323,0.6760416666666667
72,Provale Cup to aid swallowing,This cup helps a lot and is worth getting. My husband chokes a lot due to a neurological disease and finds this cup helpful.,5.0 out of 5 stars,soupprovale.csv,0.0875,0.2375
73,Not worth the money,"Bought this cup for my partner who had a massive stroke. The cup is okay for controlling the liquid intake, BUT it leaks around the seal. It's very difficult to tighten the seal, and drips coffee EVERYWHERE. As expensive as this cup is it should work like a charm. Also, I've noticed that the material its made of scratches really easy. I DO NOT own a dishwasher, I wash it with a sponge and I don't know how to explain it, but it's almost like the material is shedding, I do not believe this cup is worth the money. I wouldn't recommend it to anyone, due to the leaking and the way the cup is pealing around the lip, but it is okay for controlling intake of fluid",3.0 out of 5 stars,soupprovale.csv,0.015833333333333338,0.6108333333333332
74,Wast of money.,Cheep cup for the price.,2.0 out of 5 stars,soupprovale.csv,0.0,0.0
75,Five Stars,Very helpful in preventing aspiration.,5.0 out of 5 stars,soupprovale.csv,0.2,0.3
76,Just a sip at a time!,Keeps individual from gulping down liquids! Increases her safety during meals.,5.0 out of 5 stars,soupprovale.csv,-0.09722222222222224,0.34444444444444444
77,One Star,The lid was hard to put on and leaked. It is not as hard to take off.,1.0 out of 5 stars,soupprovale.csv,-0.2916666666666667,0.5416666666666666
78,One Star,The cup is very petite and has leakage although closed.,1.0 out of 5 stars,soupprovale.csv,0.05,0.2
79,DO NOT USE if you are worried about aspiration.,"While the idea of this product is great, the execution is not. We purchased this product for my 82 year old grandmother who has difficulty swallowing, she aspirates very easily; this has caused her lungs to become infected with pneumonia. The doctor in the hospital suggested that we try this cup which we promptly ordered. Upon receiving the cup I noticed three major flaws:The cup itself is quite large and was a bit cumbersome for her (she is small and currently quite weak from the pneumonia). It was difficult even to hold it myself and help her to drink from it.In the amount of time that it took that one small teaspoon to travel from the bottom of the dosing core to the mouth she took at least four breaths. The whole point of this cup was so that she wouldn't breathe in the liquid. If she is breathing while the liquid is being poured into her mouth then that defeats the purpose.The angle at which she had to tilt her head (all the way back) to finally get the liquid into her mouth is flat out dangerous. To avoid aspiration one is supposed to tilt their chin down, NOT all the way back.While this cup may work well for certain swallowing disorders, I DO NOT recommend that you try it when attempting to avoid aspiration.",1.0 out of 5 stars,soupprovale.csv,-0.016730599647266316,0.521604938271605
80,Very helpful for my father in law,Completely satisfied,5.0 out of 5 stars,soupprovale.csv,0.5,1.0
81,Four Stars,A good solution for swallow-challenged elderly.,4.0 out of 5 stars,soupprovale.csv,0.7,0.6000000000000001
82,Two Stars,My dad has been diagnosed with dysphagia & it made no difference in the drinking for him.,2.0 out of 5 stars,soupprovale.csv,0.0,0.0
83,It break so easy. Don't waste your money,It break so easy. Don't waste your money.No star from me but I had to put this crappy star here.,1.0 out of 5 stars,soupprovale.csv,0.11666666666666667,0.4166666666666667
84,Cup,Great product.,5.0 out of 5 stars,soupprovale.csv,0.8,0.75
85,Excellent choice for stroke victims.,The Provale Cup was invaluable in helping my father during that most difficult time right after his mild stroke. Learning to swallow thin liquids is one of the hardest tasks after a stroke. The Provale Cup is an excellent choice to use during this time.,5.0 out of 5 stars,soupprovale.csv,0.2031746031746032,0.730952380952381
86,It works,My 90 yr old mom has dysphasia. Cup works great.,4.0 out of 5 stars,soupprovale.csv,0.45,0.475
87,One Star,Too hard to put together.,1.0 out of 5 stars,soupprovale.csv,-0.2916666666666667,0.5416666666666666
88,"It worked fine, but needs a little more detail with the ...","Mother had a stroke and had swallowing problems. Dr. prescribed this cup. It worked fine, but needs a little more detail with the way it seals. She had problems with leaking lid.",5.0 out of 5 stars,soupprovale.csv,0.24305555555555558,0.5
89,Four Stars,just what was needed,4.0 out of 5 stars,soupprovale.csv,0.0,0.0
90,Four Stars,It works as stated. Controls the amount of liquid you can drink.,4.0 out of 5 stars,soupprovale.csv,0.0,0.0
91,So not worth the money. It leaks and the ...,So not worth the money.  It leaks and the lid is hard to get on and off.  Handle broke within a week.,2.0 out of 5 stars,soupprovale.csv,-0.22083333333333333,0.3208333333333333
92,Poor design for such an expense cup,Cup leaks and already cracked.  Poor design for such an expense cup.,1.0 out of 5 stars,soupprovale.csv,-0.2,0.55
93,Useful cup,Great for honey thickened liquid for children with dysphagia.,5.0 out of 5 stars,soupprovale.csv,0.8,0.75
94,One Star,Waste of money. Very disappointed,1.0 out of 5 stars,soupprovale.csv,-0.5875,0.48750000000000004
95,Five Stars,This product worked just as I expected.  Well made.,5.0 out of 5 stars,soupprovale.csv,-0.1,0.4
96,A waste of money,Too much effort for too little liquid per sip. A waste  of money.,1.0 out of 5 stars,soupprovale.csv,-0.0625,0.2333333333333333
97,Five Stars,Perfect. Fast shipping. Thanks.,5.0 out of 5 stars,soupprovale.csv,0.4666666666666666,0.6
98,Works as expected..,Works fine.,3.0 out of 5 stars,soupprovale.csv,0.4166666666666667,0.5
99,One Star,This cup constantly leaks!,1.0 out of 5 stars,soupprovale.csv,0.0,0.3333333333333333
100,The cup is hard to use for both caregiver and ...,The cup is hard to use for both caregiver and patient. It is difficult for the patient to get enough liquid and cleaning it is a chore.,1.0 out of 5 stars,soupprovale.csv,-0.2638888888888889,0.6805555555555555
101,Five Stars,nice,5.0 out of 5 stars,soupprovale.csv,0.6,1.0
102,Three Stars,Hard to handle,3.0 out of 5 stars,soupprovale.csv,-0.2916666666666667,0.5416666666666666
103,Good idea,Good idea but did not work well for my son. It just frustrated him on not getting amount he wanted.,2.0 out of 5 stars,soupprovale.csv,0.0,0.4
104,Great cup,Perfect for the intended use .Great for patients with difficulty swallowing and keeping from aspiration.,5.0 out of 5 stars,soupprovale.csv,1.0,1.0
105,Quality of product was good but the use of cup is not,Quality of product was good but the use of cup is not.  Alzheimer's patient could not tilt cup to drink and cup was very expensive.,3.0 out of 5 stars,soupprovale.csv,0.024999999999999967,0.755
106,Provale cup 5 cc.,Not sure how my cousin managed but he could still suck down more that the 5cc when he wanted to.  He is now on honey thickened liquids so we can no longer use the Provale.,3.0 out of 5 stars,soupprovale.csv,0.03148148148148148,0.5592592592592592
107,Still too much,Did not adequately regulate the flow.  Was not useful for us.,2.0 out of 5 stars,soupprovale.csv,-0.15833333333333333,0.16666666666666666
108,We use this cup everyday,"This cup delivered what was promised......doses out 5ml sips at a time.  The construction is solid and easy to take apart and clean.  My only complaint is that it does leak a bit when tipped up to drink.  We hold a towel under my daughter's chin anyway (because she doesn't fully swallow) so this leakage doesn't truly bother us.  I read other reviews that said the cup leaked so we were prepared.  Nevertheless, we use this cup everyday and it's great",4.0 out of 5 stars,soupprovale.csv,0.12187500000000001,0.5697916666666667
109,Lid doesn't fit well.,Lid would not stay on. When lid is inserted into cup the long part of lid barely fits in.,2.0 out of 5 stars,soupprovale.csv,0.0,0.25
110,Quality of Cup,"For the price,  I  thought the quality of the cup was only average.  I put it together correctly but it still wants to leak a little.  I also thought it would be insulated, but it's not.  It has improved my mother's choking , so that is helpful.",3.0 out of 5 stars,soupprovale.csv,-0.034374999999999996,0.5
111,Great product!,"This product has been a tremendous life saver in the rehabilitation of my husband, after suffering a stroke.  He can drink from this without choking.It is overpriced somewhat, but I don't think the company has any competitors.BC",4.0 out of 5 stars,soupprovale.csv,0.3333333333333333,1.0
112,Leaks,Leaks!! Such a bummer!,1.0 out of 5 stars,soupprovale.csv,0.0,0.5
113,Five Stars,Ok,5.0 out of 5 stars,soupprovale.csv,0.5,0.5
114,Good product,Worked as advertised.,5.0 out of 5 stars,soupprovale.csv,0.0,0.0
115,Five Stars,Bought this for my mother who had swallowing problems.  Worked as expected.,5.0 out of 5 stars,soupprovale.csv,-0.1,0.4
116,Two Stars,"Great cup, great idea just did not fit our personal needs.",2.0 out of 5 stars,soupprovale.csv,0.35000000000000003,0.5499999999999999
117,Five Stars,Great item!,5.0 out of 5 stars,soupprovale.csv,1.0,0.75
118,Four Stars,It does leak which is very aggravating!!  We HAVE to use it.Waaaay over-priced!!,4.0 out of 5 stars,soupprovale.csv,0.48828125,0.3
119,"Hate it, my husband can't use","Hate it ,my husband can't use it",1.0 out of 5 stars,soupprovale.csv,-0.8,0.9
120,Pricey but works,I've only used it once and it did what it was supposed to.  Still think it's pricey for a plastic cup though.,5.0 out of 5 stars,soupprovale.csv,0.0,1.0
121,provale cup,This item was recommended by speech therapist for a developmentally handicapped person.  He needs two of these for daily use.,5.0 out of 5 stars,soupprovale.csv,0.0,0.0
122,This cup is worth buying for people with swallowing problems,"The cup is for my mother. She inhales food and drink into her lungs and needs to drink mostly nectar thick fluids. The cup allows her to drink regular consistency fluids without inhaling it into her lungs. It only allows the person to take one small sip at a time into the mouth. It can be confusing for an older person, as they have to bring the cup down to an upright position between each sip. She did get the hang of it, although when it gets to the bottom, we have to fill it to the fill line again because she can't get the last bit out. Its good, because most people do not like the nectar thick fluids -- especially the water.",4.0 out of 5 stars,soupprovale.csv,0.04316239316239315,0.4704470742932282
123,Necessity for swallowing issues,"My husband was given a cup like this in the hospital when he was diagnosed w/ aspiration pneumonia which came from swallowing issues.  I then ordered him another so he could be drinking juice in one and water in the other.  Any other liquids he drank had to be thickened.  He has now relearned how to swallow properly so he is no longer using this cup, but it was essential for about 8 weeks.",4.0 out of 5 stars,soupprovale.csv,-0.0625,0.2875
124,Works as indicated,Works okay for little sips but not for normal long drinks. Not for thickened liquids as noted by others.WAY TOO PRICEY... Until there is a descent knock off this cup has the monopolyWe'll see how it holds up long term,4.0 out of 5 stars,soupprovale.csv,0.07250000000000001,0.48999999999999994
125,Five Stars,Great product fast delivery,5.0 out of 5 stars,soupprovale.csv,0.5,0.675
126,Provable cups,Greatly helped to go from thickened liquids to no thickened liquids,4.0 out of 5 stars,soupprovale.csv,0.8,0.75
127,Five Stars,As described and shipped fast,5.0 out of 5 stars,soupprovale.csv,0.2,0.6
128,Two Stars,for the price not worth it.,2.0 out of 5 stars,soupprovale.csv,-0.15,0.1
129,Three Stars,"leaks and cracks easily, not worth $35.00!!!",3.0 out of 5 stars,soupprovale.csv,-0.29296875,0.1
130,Three Stars,"Item received on time, however, the handle comes off when in use.",3.0 out of 5 stars,soupprovale.csv,0.0,0.0
131,Three Stars,"It works well, but it is very overpriced for what it is.",3.0 out of 5 stars,soupprovale.csv,0.2,0.3
132,Five Stars,Worked well. Shipping was fast.,5.0 out of 5 stars,soupprovale.csv,0.2,0.6
133,Provale Cup,My husband needed the 5cc cup as his swallowing problems are getting worse. I originally bought the 10cc Provale Cup. The cups work well and reduce choking.,5.0 out of 5 stars,soupprovale.csv,-0.012500000000000011,0.675
134,works great but if not sealed just right it does leak,"works great but if not sealed just right it does leak.  the speech therapist that recommended it said that 1 in 5 of hers leaked as well, sooooo  if you get a leaky one, try to re-seat it or exchange it and hopefully you will get one that fits better",3.0 out of 5 stars,soupprovale.csv,0.5285714285714286,0.5952380952380952
135,doesn't feel like an adult,small cup...doesn't feel like an adult cup,1.0 out of 5 stars,soupprovale.csv,-0.075,0.35
136,I purchased these cups for a participant that I support ...,I purchased these cups for a participant that I support that has dysphagia. She reports the cups have worked well and have met her needs to prevent choking and aspiration. They have held up with daily usage,5.0 out of 5 stars,soupprovale.csv,0.0,0.0
137,Excellent product,Excellent quality. Easy use for a dysphasia patient. Recommend .,5.0 out of 5 stars,soupprovale.csv,0.7166666666666667,0.9166666666666667
138,Works as advertised with minor issue.,This is our second cup being used by my mother. On both cups the tab on the top has broken half off. That leaves a sharp edge. Otherwise they still work great.,5.0 out of 5 stars,soupprovale.csv,0.1013888888888889,0.42777777777777776
139,Four Stars,It worked!,4.0 out of 5 stars,soupprovale.csv,0.0,0.0
140,Terrible product,"DO NOT PURCHASE THIS PRODUCT!  Terrible design:  too big/heavy, mouth piece is too thick and causes dripping after attempting to drink from it.  The cup also spills from the lid other than the spout.  Company will not allow you to return the product once it's used.  (So tell me, how would you know if it works unless you use it?)A good company would stand behind their product; this one does not.I will never purchase from this company again.",1.0 out of 5 stars,soupprovale.csv,-0.225,0.6300000000000001
141,I love having the technology of this cup to help him ...,Helps my husband to practice his swallows after a severe stroke. I love having the technology of this cup to help him back to full health.,5.0 out of 5 stars,soupprovale.csv,0.2833333333333333,0.3833333333333333
142,I recommend this product to aid in swallowing and aspiration,"As a speech language pathologist specializing is dysphagia, I recommend this product to aid in swallowing and aspiration prevention",5.0 out of 5 stars,soupprovale.csv,0.0,0.0
143,Provale Cup 5cc,Terrible.  Did not work the way I thought it would.  My father has to keep his head straight so he will not choke.  The only way to use this cup properly is to tilt your head way back.  Not good.,2.0 out of 5 stars,soupprovale.csv,-0.19166666666666665,0.5166666666666667
144,Does not work at all with any type of thickened ...,"Does not work at all with any type of thickened liquid.  It was difficult for my dad to use successfully, he was very frustrated.",1.0 out of 5 stars,soupprovale.csv,-0.21999999999999997,0.7366666666666667
145,GREAT CUP!,GREAT CUP!! Our daughter's speech therapist uses one with her and she recommended we get one for home. Works well and our daughter loves her special cup.,5.0 out of 5 stars,soupprovale.csv,0.6785714285714286,0.6607142857142857
146,Swallow not choke,Great Item that does what it says.  Changed the ease of drinking without choking  I will and I have already recommended this product..,5.0 out of 5 stars,soupprovale.csv,0.8,0.75
147,Five Stars,Good cups and a great price!,5.0 out of 5 stars,soupprovale.csv,0.85,0.675
148,These blue 5 cc cups did not look nice after several weeks of washing by hand,"The cup works well for its purpose, i.e. to control amount of fluid in one drink.  These blue 5 cc cups did not look nice after several weeks of washing by hand.  Cups that we had purchased several years ago that were the brown 10 cc cups held up much nicer.",4.0 out of 5 stars,soupprovale.csv,0.13333333333333333,0.2333333333333333
149,product as described,Very useful with individuals I work with who are developmentally disabled. Paces drinking; thereby reducing choking risk.  Will purchase again,5.0 out of 5 stars,soupprovale.csv,0.095,0.15
150,Asperating,Used by mother in a nursing home and works well since she is bed ridden. Satisfied with cup. Nurses recommended cup to keep her from as operating water into her lungs.,4.0 out of 5 stars,soupprovale.csv,0.5,1.0
151,Perfect!!,Exactly what we needed.  I work in an Elementary School and we ordered this item so our parent didn't have to send it back and forth to school everyday.Thanks!,5.0 out of 5 stars,soupprovale.csv,0.18333333333333335,0.3833333333333333
152,Five Stars,"While the controlled amount may be frustrating for the user, it is clearly a beneficial tool for the caregiver.",5.0 out of 5 stars,soupprovale.csv,-0.15,0.6416666666666666
153,I recommend it to others,"It is working very well for me, I recommend it to others.",5.0 out of 5 stars,soupprovale.csv,0.2,0.3
154,cup to use when only small sips are to be taken to help improve swallowing ; cup only works with regular thin liquids,excellent cup for people with swallow difficulty/dysphagia which allows one teaspoon sized sip be taken at a time. recommend not to clean in dishwasher since cup lid does not fit well after cleaned and liquids leak out of cup.,5.0 out of 5 stars,soupprovale.csv,0.3888888888888889,0.7000000000000001
155,Price,That's a lot of money for plastic pored in a mold.  It does do the job. Merry Christmas and Happy New Year,3.0 out of 5 stars,soupprovale.csv,0.4681818181818182,0.7272727272727273
156,Is your cup leaking? They have a front and a back!,"I am a speech pathologist and regularly recommend and utilize this cup for my dysphagia patients. Recently made a realization that I think most people don't know. The cups have a front and a back. I have never ordered a brand new cup, I've only utilized existing ones, in the directions it mentions a vent. It is obvious on the lid, but very hard to see on the cup, I can only see it if I hold it up to the light, but you can feel it if you run your finger around the rim on the inside. It also helps to not fill the liquid all the way to the fill line. I have seen a few people ask about putting thickened liquids in these cups; they are for thin liquids only. Also, your loved one / patient will need decent range of motion in their neck/shoulder to utilize the cups. Hope this helps!",5.0 out of 5 stars,soupprovale.csv,0.06436868686868685,0.573486790986791
157,This works,My husband used one of these in the hospital due to swallowing difficulties after radiation for tongue cancer. He was choking a lot and getting fluid in his lungs and developed aspiration pneumonia and septic shock. This worked great in the hospital and I want to get him one as he refuses to use thickners in his drinks as advised. When I can afford one I will get him one. So overpriced!,5.0 out of 5 stars,soupprovale.csv,0.24375,0.38125
158,This cup is overpriced and needs to include cleaning directions ...,"This cup is overpriced and needs to include cleaning directions. I have been cleaning the cup for almost three years and even with that, just found mold in the ""tube"" part of it.",2.0 out of 5 stars,soupprovale.csv,0.0,0.0
159,"awesome, buy now","buy this item if u experience any difficulty swallowing. it holds enough to keep me satisfied all night. it's easily refilable,& gives me much needed independece (i can roll my weelchair up to my disability sink,& pour water directly into the drink spout) they're pretty durable(i need a new one about every 1.5 years,but i'm not a gentle customer, if it can hang a day with me it's a bit of awesomeness)",5.0 out of 5 stars,soupprovale.csv,0.1899621212121212,0.6484848484848484
160,The most important thing should be quality and guarantee.,One of the two purchased leaks. need a replacement.,3.0 out of 5 stars,soupprovale.csv,0.0,0.0
161,Excellent for adults with dysphagia,"This cup is the only product on the market that I am aware of- that reduces the flow administered during drinking.  I work with adults with developmental disabilities as well as adults with neuro and cognitive deficits, and this product is excellent in helping them reduce the amount of liquid that is swallowed per sip.  I find 5  cc's is desirable with most dysphagic patients who require this level of support.  It can occasionally leak, but I don't find that to be a major problem.  Sturdy design and goes through an industrial dish washer without issue.",5.0 out of 5 stars,soupprovale.csv,0.3020833333333333,0.5625
162,Was recommended by my Fathers speech therapist,Was recommended by my Fathers speech therapist. Dad had trouble swallowing after his second stroke and this helped a lot. Worth the price to help prevent choking on liquids and aspiration.Because these portions are smaller you need to take extra precautions to insure the person using the cup is getting enough daily fluid intake.Arrived on time and in great condition.,5.0 out of 5 stars,soupprovale.csv,0.1,0.25
163,just great..,"this cup is made of very fragile plastic....my disabled daughter accidentally dropped it after only having it 3 days....the whole top of the cup broke into pieces....just great....$35 cup that didn't last a week.....very disappointed ....they should make these out of more durable materials if they are going to sell to disabled people....accidents happen....i didn't bother with sending it back....just bought something different.....if you are going to be sitting right next to your child/adult and can be responsible for making sure it doesn't drop on the floor, it will probably work for you......but my daughter is on a self feeding program and this was supposed to help",2.0 out of 5 stars,soupprovale.csv,0.07967032967032966,0.4954822954822955
164,Well worth the price for peace of mind.,"This cup has really made a difference for my father. And also for me because he rarely coughs when drinking liquids an now I don't worry as much about him choking on what ever it is that he's drinking. Professional quality,Great design, Seals tight with no leaking. Its tuff an durable like Tupperware. Dad's dropped it several times an the lid never came off, but it easy to remove an put back on. I'm sure it will last an very long time.",5.0 out of 5 stars,soupprovale.csv,0.13543290043290043,0.3631457431457432
165,SAVE YOUR MONEY-DON'T BUY THIS!,"This was an expensive FAILURE! I was TRYING TO FILL this EXPENSIVE CUP with water on the FIRST DAY and the handle slipped off, the cup hit the tile floor and broke! I IMMEDIATELY wrote a note to Amazon, they got right back to me and I never did hear from the company I ordered it from. It is an item I can't even return! This product was a total waste of my money and time!",1.0 out of 5 stars,soupprovale.csv,-0.130952380952381,0.41488095238095235
166,A great drinking utensil,"My husband uses this cup for all of his drinks due to COPD, which was highly recommended by the speech therapist in the hospital. He loves it.",5.0 out of 5 stars,soupprovale.csv,0.0175,0.45749999999999996
